date,value,series_id,country,source,frequency,release_date,ingested_at
2001-03-01,0.8,cpi,china,tushare,monthly,2001-03-01,2026-03-27 22:24:36.331607+00:00
2001-04-01,1.6,cpi,china,tushare,monthly,2001-04-01,2026-03-27 22:24:36.331607+00:00
2001-05-01,1.7,cpi,china,tushare,monthly,2001-05-01,2026-03-27 22:24:36.331607+00:00
2001-06-01,1.4,cpi,china,tushare,monthly,2001-06-01,2026-03-27 22:24:36.331607+00:00
2001-07-01,1.5,cpi,china,tushare,monthly,2001-07-01,2026-03-27 22:24:36.331607+00:00
2001-08-01,1.0,cpi,china,tushare,monthly,2001-08-01,2026-03-27 22:24:36.331607+00:00
2001-09-01,-0.1,cpi,china,tushare,monthly,2001-09-01,2026-03-27 22:24:36.331607+00:00
2001-10-01,0.2,cpi,china,tushare,monthly,2001-10-01,2026-03-27 22:24:36.331607+00:00
2001-11-01,-0.3,cpi,china,tushare,monthly,2001-11-01,2026-03-27 22:24:36.331607+00:00
2001-12-01,-0.3,cpi,china,tushare,monthly,2001-12-01,2026-03-27 22:24:36.331607+00:00
2002-01-01,-1.0,cpi,china,tushare,monthly,2002-01-01,2026-03-27 22:24:36.331607+00:00
2002-02-01,0.0,cpi,china,tushare,monthly,2002-02-01,2026-03-27 22:24:36.331607+00:00
2002-03-01,-0.8,cpi,china,tushare,monthly,2002-03-01,2026-03-27 22:24:36.331607+00:00
2002-04-01,-1.3,cpi,china,tushare,monthly,2002-04-01,2026-03-27 22:24:36.331607+00:00
2002-05-01,-1.1,cpi,china,tushare,monthly,2002-05-01,2026-03-27 22:24:36.331607+00:00
2002-06-01,-0.8,cpi,china,tushare,monthly,2002-06-01,2026-03-27 22:24:36.331607+00:00
2002-07-01,-0.9,cpi,china,tushare,monthly,2002-07-01,2026-03-27 22:24:36.331607+00:00
2002-08-01,-0.7,cpi,china,tushare,monthly,2002-08-01,2026-03-27 22:24:36.331607+00:00
2002-09-01,-0.7,cpi,china,tushare,monthly,2002-09-01,2026-03-27 22:24:36.331607+00:00
2002-10-01,-0.8,cpi,china,tushare,monthly,2002-10-01,2026-03-27 22:24:36.331607+00:00
2002-11-01,-0.7,cpi,china,tushare,monthly,2002-11-01,2026-03-27 22:24:36.331607+00:00
2002-12-01,-0.4,cpi,china,tushare,monthly,2002-12-01,2026-03-27 22:24:36.331607+00:00
2003-01-01,0.39,cpi,china,tushare,monthly,2003-01-01,2026-03-27 22:24:36.331607+00:00
2003-02-01,0.2,cpi,china,tushare,monthly,2003-02-01,2026-03-27 22:24:36.331607+00:00
2003-03-01,0.92,cpi,china,tushare,monthly,2003-03-01,2026-03-27 22:24:36.331607+00:00
2003-04-01,1.04,cpi,china,tushare,monthly,2003-04-01,2026-03-27 22:24:36.331607+00:00
2003-05-01,0.66,cpi,china,tushare,monthly,2003-05-01,2026-03-27 22:24:36.331607+00:00
2003-06-01,0.34,cpi,china,tushare,monthly,2003-06-01,2026-03-27 22:24:36.331607+00:00
2003-07-01,0.52,cpi,china,tushare,monthly,2003-07-01,2026-03-27 22:24:36.331607+00:00
2003-08-01,0.91,cpi,china,tushare,monthly,2003-08-01,2026-03-27 22:24:36.331607+00:00
2003-09-01,1.11,cpi,china,tushare,monthly,2003-09-01,2026-03-27 22:24:36.331607+00:00
2003-10-01,1.81,cpi,china,tushare,monthly,2003-10-01,2026-03-27 22:24:36.331607+00:00
2003-11-01,2.95,cpi,china,tushare,monthly,2003-11-01,2026-03-27 22:24:36.331607+00:00
2003-12-01,3.19,cpi,china,tushare,monthly,2003-12-01,2026-03-27 22:24:36.331607+00:00
2004-01-01,3.17,cpi,china,tushare,monthly,2004-01-01,2026-03-27 22:24:36.331607+00:00
2004-02-01,2.09,cpi,china,tushare,monthly,2004-02-01,2026-03-27 22:24:36.331607+00:00
2004-03-01,3.04,cpi,china,tushare,monthly,2004-03-01,2026-03-27 22:24:36.331607+00:00
2004-04-01,3.8,cpi,china,tushare,monthly,2004-04-01,2026-03-27 22:24:36.331607+00:00
2004-05-01,4.37,cpi,china,tushare,monthly,2004-05-01,2026-03-27 22:24:36.331607+00:00
2004-06-01,4.97,cpi,china,tushare,monthly,2004-06-01,2026-03-27 22:24:36.331607+00:00
2004-07-01,5.27,cpi,china,tushare,monthly,2004-07-01,2026-03-27 22:24:36.331607+00:00
2004-08-01,5.25,cpi,china,tushare,monthly,2004-08-01,2026-03-27 22:24:36.331607+00:00
2004-09-01,5.19,cpi,china,tushare,monthly,2004-09-01,2026-03-27 22:24:36.331607+00:00
2004-10-01,4.27,cpi,china,tushare,monthly,2004-10-01,2026-03-27 22:24:36.331607+00:00
2004-11-01,2.85,cpi,china,tushare,monthly,2004-11-01,2026-03-27 22:24:36.331607+00:00
2004-12-01,2.42,cpi,china,tushare,monthly,2004-12-01,2026-03-27 22:24:36.331607+00:00
2005-01-01,1.91,cpi,china,tushare,monthly,2005-01-01,2026-03-27 22:24:36.331607+00:00
2005-02-01,3.95,cpi,china,tushare,monthly,2005-02-01,2026-03-27 22:24:36.331607+00:00
2005-03-01,2.69,cpi,china,tushare,monthly,2005-03-01,2026-03-27 22:24:36.331607+00:00
2005-04-01,1.83,cpi,china,tushare,monthly,2005-04-01,2026-03-27 22:24:36.331607+00:00
2005-05-01,1.76,cpi,china,tushare,monthly,2005-05-01,2026-03-27 22:24:36.331607+00:00
2005-06-01,1.6,cpi,china,tushare,monthly,2005-06-01,2026-03-27 22:24:36.331607+00:00
2005-07-01,1.8,cpi,china,tushare,monthly,2005-07-01,2026-03-27 22:24:36.331607+00:00
2005-08-01,1.26,cpi,china,tushare,monthly,2005-08-01,2026-03-27 22:24:36.331607+00:00
2005-09-01,0.88,cpi,china,tushare,monthly,2005-09-01,2026-03-27 22:24:36.331607+00:00
2005-10-01,1.22,cpi,china,tushare,monthly,2005-10-01,2026-03-27 22:24:36.331607+00:00
2005-11-01,1.31,cpi,china,tushare,monthly,2005-11-01,2026-03-27 22:24:36.331607+00:00
2005-12-01,1.56,cpi,china,tushare,monthly,2005-12-01,2026-03-27 22:24:36.331607+00:00
2006-01-01,1.89,cpi,china,tushare,monthly,2006-01-01,2026-03-27 22:24:36.331607+00:00
