date,value,series_id,country,source,frequency,release_date,ingested_at
1887-11-01,15.95,shiller_pe_proxy,us,multpl,monthly,1887-11-01,2026-03-23 03:32:54.406941+00:00
1887-12-01,15.45,shiller_pe_proxy,us,multpl,monthly,1887-12-01,2026-03-23 03:32:54.406941+00:00
1888-01-01,15.36,shiller_pe_proxy,us,multpl,monthly,1888-01-01,2026-03-23 03:32:54.406941+00:00
1888-02-01,15.41,shiller_pe_proxy,us,multpl,monthly,1888-02-01,2026-03-23 03:32:54.406941+00:00
1888-03-01,14.8,shiller_pe_proxy,us,multpl,monthly,1888-03-01,2026-03-23 03:32:54.406941+00:00
1888-04-01,15.02,shiller_pe_proxy,us,multpl,monthly,1888-04-01,2026-03-23 03:32:54.406941+00:00
1888-05-01,15.38,shiller_pe_proxy,us,multpl,monthly,1888-05-01,2026-03-23 03:32:54.406941+00:00
1888-06-01,15.08,shiller_pe_proxy,us,multpl,monthly,1888-06-01,2026-03-23 03:32:54.406941+00:00
1888-07-01,15.27,shiller_pe_proxy,us,multpl,monthly,1888-07-01,2026-03-23 03:32:54.406941+00:00
1888-08-01,15.6,shiller_pe_proxy,us,multpl,monthly,1888-08-01,2026-03-23 03:32:54.406941+00:00
1888-09-01,15.98,shiller_pe_proxy,us,multpl,monthly,1888-09-01,2026-03-23 03:32:54.406941+00:00
1888-10-01,15.72,shiller_pe_proxy,us,multpl,monthly,1888-10-01,2026-03-23 03:32:54.406941+00:00
1888-11-01,15.22,shiller_pe_proxy,us,multpl,monthly,1888-11-01,2026-03-23 03:32:54.406941+00:00
1888-12-01,14.94,shiller_pe_proxy,us,multpl,monthly,1888-12-01,2026-03-23 03:32:54.406941+00:00
1889-01-01,15.81,shiller_pe_proxy,us,multpl,monthly,1889-01-01,2026-03-23 03:32:54.406941+00:00
1889-02-01,16.19,shiller_pe_proxy,us,multpl,monthly,1889-02-01,2026-03-23 03:32:54.406941+00:00
1889-03-01,16.07,shiller_pe_proxy,us,multpl,monthly,1889-03-01,2026-03-23 03:32:54.406941+00:00
